employee_id,department,job_level,salary_monthly,tenure_days,num_withdrawals_last_30d,num_withdrawals_last_90d,avg_withdraw_amount,avg_withdraw_pct_of_salary,last_withdraw_days_ago,savings_balance,other_loans,label_request_next_cycle
E03234,ops,senior,35000,184,0,0,2145.321053301782,0.06129488723719377,170,3111.7522181509817,0,0
E03235,engineering,senior,25000,30,0,0,3889.5968797664846,0.1555838751906594,127,1677.9068428991181,0,0
E03236,engineering,mid,25000,271,0,0,1695.3541532589838,0.06781416613035936,83,69.23248697776575,0,0
E03237,ops,junior,15000,34,0,0,1173.9910443934596,0.07826606962623063,121,390.74716277440206,0,0
E03238,sales,junior,25000,111,2,2,1246.1854376611354,0.04984741750644542,11,408.6469279302016,0,0
E03239,hr,senior,50000,1005,0,2,3781.067895782178,0.07562135791564356,174,12109.671720359303,0,0
E03240,ops,mid,35000,966,1,3,7027.99913452138,0.20079997527203944,36,5926.541785716439,0,0
E03241,support,mid,35000,440,1,1,1795.9546298760301,0.05131298942502943,30,993.8506913025093,0,0
E03242,hr,junior,15000,9,1,1,2471.412501236013,0.16476083341573422,44,2767.2980723343153,0,0
E03243,hr,mid,35000,346,0,1,1386.102049708188,0.039602915705948226,162,1200.9115968865851,0,0
E03244,hr,senior,25000,18,0,1,3397.654242584234,0.13590616970336936,96,4929.438683073819,1,0
E03245,hr,mid,50000,442,2,2,7988.696387462547,0.15977392774925095,47,15669.870912776443,0,0
E03246,ops,junior,25000,759,0,1,2278.3146387872,0.09113258555148798,131,3051.429603373819,0,0
E03247,hr,junior,15000,74,0,0,207.23423429488662,0.013815615619659109,151,8136.769554071543,0,0
E03248,support,junior,20000,113,0,0,5055.275063927286,0.2527637531963643,76,2890.174991404756,0,0
E03249,sales,senior,50000,246,2,2,8570.538788860593,0.17141077577721187,54,3418.3372798740393,1,0
E03250,hr,senior,20000,16,1,2,2500.6317552630007,0.12503158776315004,52,8557.670645499435,0,0
E03251,ops,junior,35000,161,2,2,1251.2327289034185,0.035749506540097675,25,12062.581473823799,0,0
E03252,support,junior,50000,134,0,0,21104.645636855814,0.42209291273711624,132,9910.862784348154,1,0
E03253,ops,junior,20000,655,1,1,4831.003751867779,0.24155018759338895,33,4770.123808364703,0,0
E03254,engineering,junior,15000,122,1,2,828.697127945165,0.05524647519634433,30,9150.718546579745,0,0
E03255,sales,junior,15000,130,0,1,2724.9883503550786,0.18166589002367192,168,291.87453478423896,1,0
E03256,ops,mid,25000,77,0,0,2451.625026281206,0.09806500105124824,112,6106.993866620219,0,0
E03257,engineering,junior,20000,141,0,0,1567.9856994048362,0.0783992849702418,143,5576.988080738718,0,0
E03258,support,mid,35000,713,1,1,6224.192245769343,0.17783406416483835,15,1355.572637519998,0,1
E03259,sales,mid,20000,242,0,0,219.1723247544271,0.010958616237721356,69,7404.054375067696,1,0
E03260,hr,mid,20000,220,3,3,7375.815443141979,0.36879077215709893,4,775.8248038721391,0,0
E03261,hr,mid,15000,22,2,3,417.594507511463,0.027839633834097533,15,7834.165391360772,0,0
E03262,hr,mid,25000,371,2,2,2677.4396822120952,0.10709758728848381,43,64.30244679962422,0,0
E03263,support,junior,35000,2,2,2,6247.733000414035,0.17850665715468672,57,9719.51166424742,0,0
E03264,hr,mid,50000,372,0,1,9755.372579642799,0.19510745159285597,96,8128.082013877322,0,0
E03265,ops,junior,25000,66,1,1,2884.5094365414648,0.11538037746165859,28,12359.990642377872,0,0
E03266,sales,junior,25000,218,0,1,7393.190948186054,0.29572763792744217,158,956.4666299142957,0,0
E03267,sales,mid,25000,289,0,0,1171.8559877479888,0.04687423950991955,132,2240.0302560978785,0,0
E03268,sales,junior,50000,379,0,0,7617.687194587656,0.15235374389175313,65,4741.412455600817,0,0
E03269,support,mid,35000,150,0,1,3464.55913415799,0.09898740383308542,147,2496.4352258119725,0,0
E03270,support,junior,20000,158,0,0,4050.085212968478,0.20250426064842392,93,7330.25542902366,1,0
E03271,hr,junior,50000,25,1,2,2924.79112844033,0.0584958225688066,3,1214.877564432626,0,0
E03272,hr,junior,25000,152,0,0,1728.312747850875,0.069132509914035,122,2213.0411606840494,0,0
E03273,support,junior,50000,79,0,0,17880.014721078303,0.35760029442156605,78,15951.590928180081,0,0
E03274,support,junior,15000,230,0,0,1140.715771734258,0.0760477181156172,65,875.7515513241294,1,0
E03275,sales,junior,20000,439,0,1,779.5895627794722,0.03897947813897361,179,5649.258786634662,1,0
E03276,hr,junior,35000,1101,0,0,3631.110332056615,0.10374600948733186,86,1754.2247859851211,0,0
E03277,hr,junior,50000,255,1,3,2602.860150473559,0.05205720300947118,42,6271.050517496444,1,0
E03278,sales,senior,20000,78,0,0,874.8931716727612,0.04374465858363806,159,959.2654154042621,0,0
E03279,sales,senior,35000,787,0,0,4858.738912198487,0.13882111177709963,128,862.4411593629319,0,0
E03280,ops,junior,15000,299,0,2,2048.8908233461566,0.13659272155641045,162,531.5840448563248,0,0
E03281,engineering,junior,20000,315,1,2,1416.19772081182,0.070809886040591,44,6579.61438188145,0,0
E03282,ops,junior,25000,221,0,2,4966.7811779741905,0.19867124711896764,75,5534.248791200237,0,0
E03283,sales,junior,50000,708,1,2,5735.071750462249,0.11470143500924497,4,1640.6014612173794,0,0
E03284,sales,senior,25000,65,3,4,3174.9665281664556,0.12699866112665822,21,4853.147122539655,1,0
E03285,ops,junior,20000,116,1,2,4629.480114442417,0.23147400572212087,52,2542.534332770161,0,1
E03286,hr,mid,20000,369,0,0,2368.3412279843087,0.11841706139921543,178,513.9974076528849,0,0
E03287,sales,junior,25000,116,1,1,4510.775784465447,0.18043103137861788,21,1993.09742166103,0,0
E03288,support,junior,20000,157,0,0,2796.326467958352,0.1398163233979176,97,55.85598533662895,0,0
E03289,engineering,senior,15000,8,2,3,3231.7538283651866,0.21545025522434577,5,4160.545038330412,1,1
E03290,hr,junior,50000,143,0,0,5428.542430635219,0.10857084861270438,118,18127.092444942016,0,0
E03291,sales,senior,15000,471,0,0,1739.947754916865,0.11599651699445766,165,77.62713025769756,0,0
E03292,engineering,senior,25000,905,2,2,566.3467335734445,0.02265386934293778,51,10963.138234768312,0,0
E03293,ops,junior,25000,129,2,2,4750.816599650131,0.19003266398600524,6,3941.4283294727343,0,0
E03294,hr,senior,25000,8,2,2,7642.246962600809,0.30568987850403234,42,7934.6199441466315,0,0
E03295,engineering,junior,50000,252,1,1,7553.5209200440395,0.15107041840088078,37,2199.029181195435,0,0
E03296,support,mid,15000,231,0,0,2461.138962499261,0.1640759308332841,157,15658.381402170524,1,0
E03297,sales,junior,20000,169,0,0,107.81602292513661,0.00539080114625683,134,3532.0072146931843,1,0
E03298,sales,mid,25000,514,0,0,1773.3993148875272,0.07093597259550109,172,7676.765936237328,0,0
E03299,sales,junior,20000,618,1,1,2394.6865382087794,0.11973432691043896,45,4717.215040287684,0,0
E03300,support,junior,50000,205,0,1,779.9658180277831,0.015599316360555664,71,15299.964139746146,0,0
E03301,engineering,mid,25000,451,0,1,778.3274526306205,0.031133098105224823,111,3910.4113526604738,1,0
E03302,sales,junior,25000,386,0,0,1170.9424486296612,0.04683769794518645,83,5289.551266691439,0,0
E03303,ops,junior,35000,204,1,1,3749.88216078451,0.10713949030812885,55,9399.72360118509,0,0
E03304,ops,mid,35000,760,1,2,1750.7905850353227,0.05002258814386636,9,5298.8640491170145,0,0
E03305,ops,senior,20000,19,2,3,2298.189890497169,0.11490949452485845,26,2318.585371613732,1,0
E03306,support,junior,20000,341,0,0,780.183580956873,0.03900917904784365,175,7621.141673646204,0,0
E03307,engineering,junior,35000,645,0,0,13556.970538978921,0.3873420153993978,98,6092.235764937479,1,0
E03308,hr,junior,25000,180,0,2,871.0800803006439,0.034843203212025754,177,2408.5336651816187,0,0
E03309,ops,junior,25000,391,2,2,4071.3267681365905,0.16285307072546362,40,7320.11925433302,0,0
E03310,ops,junior,15000,693,1,2,795.1335537013158,0.05300890358008772,46,1668.8378225146237,0,0
E03311,ops,mid,25000,237,1,2,7039.880075709205,0.2815952030283682,19,6408.958830753822,0,0
E03312,ops,mid,35000,34,0,0,3682.6201317941027,0.10521771805126008,76,7505.539633581082,0,0
E03313,sales,junior,35000,66,0,0,5212.368045543841,0.1489248013012526,130,3372.816517176931,1,0
E03314,ops,mid,50000,406,2,2,382.8601476085069,0.007657202952170138,36,1674.316905573914,1,0
E03315,hr,mid,35000,463,1,1,11600.041895431585,0.33142976844090244,22,837.5534043396905,1,1
E03316,hr,junior,25000,99,1,1,2159.5945235020413,0.08638378094008166,27,12664.36897262446,0,0
E03317,sales,junior,20000,654,1,1,3990.1850391919093,0.19950925195959546,20,213.00356812972967,0,0
E03318,ops,junior,15000,727,0,0,514.1466704710613,0.03427644469807075,107,6352.832078153735,0,0
E03319,sales,junior,50000,208,0,0,8343.327316926221,0.16686654633852444,166,6651.919664553192,0,0
E03320,engineering,junior,20000,1226,1,1,4704.539216977625,0.23522696084888126,6,3228.134867244899,0,0
E03321,ops,junior,35000,574,1,1,6246.635443608605,0.1784752983888173,36,1574.415496296213,0,0
E03322,hr,mid,20000,160,0,0,2088.440766052954,0.10442203830264771,142,3270.8460090875087,1,0
E03323,hr,junior,20000,6,0,0,1927.3561322457692,0.09636780661228846,102,196.02529247763258,0,0
E03324,ops,junior,50000,59,0,0,227.60182713461901,0.00455203654269238,110,2235.5993037604476,0,0
E03325,ops,junior,25000,26,0,0,2788.921737530874,0.11155686950123496,83,18431.17966324378,0,0
E03326,ops,mid,20000,814,0,2,2775.3422642366095,0.13876711321183047,81,3817.116561112154,0,0
E03327,hr,mid,35000,69,0,0,2695.458257368496,0.07701309306767132,151,1715.9754605254345,0,0
E03328,ops,junior,35000,694,1,2,2041.6686558336867,0.05833339016667676,2,12078.051016454754,0,0
E03329,support,mid,15000,573,2,2,3789.691104796853,0.2526460736531235,32,4857.5975944048,0,0
E03330,support,junior,25000,117,1,1,2278.1559788371214,0.09112623915348486,11,2162.439046513467,1,0
E03331,ops,junior,25000,219,0,0,1629.1508137756643,0.06516603255102657,72,1361.3446072560675,0,0
E03332,sales,mid,20000,411,0,0,302.2805936918403,0.015114029684592016,154,3867.0072801163674,0,0
E03333,hr,junior,25000,561,0,2,4154.666782764001,0.16618667131056006,114,7398.119726645574,0,0
E03334,support,junior,25000,108,2,2,8382.308804825487,0.33529235219301945,13,1909.378581524038,0,0
E03335,engineering,junior,25000,390,0,0,2251.8335769116406,0.09007334307646563,72,9225.005627761611,0,0
E03336,hr,junior,25000,28,0,1,5091.771693216785,0.2036708677286714,128,22237.976337270422,0,0
E03337,hr,senior,20000,387,0,2,8571.161029554747,0.42855805147773735,95,391.46586002406633,0,0
E03338,ops,mid,35000,292,0,1,4465.649174395445,0.12758997641129843,111,1160.3705856376039,0,0
E03339,ops,mid,15000,135,0,1,917.0389285611026,0.06113592857074017,102,13933.06269734375,0,0
E03340,support,senior,20000,162,1,1,7701.993158054264,0.3850996579027132,42,338.3190624431459,0,0
E03341,ops,junior,25000,270,1,1,7273.79973218356,0.2909519892873424,38,3368.298137165749,0,0
E03342,ops,junior,20000,467,1,1,1507.6936543797744,0.07538468271898872,4,206.6525287706895,0,1
E03343,hr,mid,35000,109,2,2,5605.932783633806,0.16016950810382302,47,14167.6655531425,0,0
E03344,engineering,junior,25000,692,1,1,2980.9875272973286,0.11923950109189314,55,21664.58624595535,1,0
E03345,sales,mid,15000,205,1,2,344.72243262826504,0.022981495508551004,39,12579.276900834087,0,0
E03346,engineering,junior,25000,418,1,2,4449.330229930993,0.1779732091972397,49,2039.5782022464632,0,0
E03347,hr,mid,15000,1,1,1,2404.569432127088,0.16030462880847254,27,2603.8942263357794,1,1
E03348,ops,mid,15000,200,2,4,4074.145640333926,0.2716097093555951,58,5379.368735898535,0,0
E03349,ops,senior,35000,166,3,5,5128.5253034460575,0.14652929438417306,9,11166.252339362622,0,0
E03350,sales,junior,25000,321,0,0,2486.4446098354756,0.09945778439341903,161,1044.4290436409935,0,0
E03351,hr,junior,15000,235,1,2,2097.353958582704,0.13982359723884694,44,3550.0892276620475,1,0
E03352,engineering,junior,50000,557,1,1,4218.691866051813,0.08437383732103626,17,13501.433298900176,1,0
E03353,sales,junior,35000,358,2,3,2309.280063910453,0.06597943039744152,24,1949.5794811536105,0,0
E03354,engineering,junior,20000,62,0,0,1590.870435540813,0.07954352177704066,148,3616.5240461871836,0,0
E03355,support,mid,25000,130,0,0,2280.706723778479,0.09122826895113915,169,2218.715470586764,0,0
E03356,engineering,senior,15000,32,0,1,3586.442154908671,0.23909614366057808,107,1109.278844720382,0,0
E03357,engineering,mid,35000,110,0,0,2119.5315225887666,0.06055804350253619,63,1813.7146766339404,1,1
E03358,ops,mid,35000,118,1,2,9739.249181889574,0.27826426233970214,30,4997.832356163476,0,0
E03359,ops,senior,25000,21,0,1,843.7970853622006,0.033751883414488024,175,279.71415444676853,1,0
E03360,sales,junior,20000,374,0,0,2229.176719524803,0.11145883597624015,136,1840.9206452758126,0,0
E03361,support,senior,50000,178,0,0,1398.055190102211,0.02796110380204422,143,12216.469129636649,0,0
E03362,support,mid,20000,166,1,1,2923.088413666989,0.14615442068334944,23,7383.835612167345,0,0
E03363,hr,senior,35000,3,0,0,7994.410318269041,0.22841172337911547,75,15734.809244606427,0,0
E03364,ops,mid,50000,308,1,2,13612.194691457998,0.27224389382916,38,419.93568566329355,1,0
E03365,engineering,mid,35000,238,0,1,1978.6337863715214,0.056532393896329185,149,10092.965046146694,0,0
E03366,sales,junior,20000,97,0,1,1063.916161205931,0.05319580806029655,108,4519.089490162044,0,0
E03367,hr,junior,25000,409,0,1,7372.063992197418,0.29488255968789673,107,4837.4251874990005,0,0
E03368,engineering,senior,25000,411,1,1,3289.9421236214957,0.13159768494485982,32,431.36590968524257,0,0
E03369,ops,mid,35000,92,0,1,2231.451921440603,0.06375576918401724,96,2285.275661443742,0,0
E03370,hr,senior,20000,676,0,1,2578.6096627984807,0.12893048313992403,115,3606.499208259393,0,0
E03371,support,senior,50000,202,0,2,2555.9347010446504,0.05111869402089301,106,14372.302083558452,1,0
E03372,support,junior,20000,333,0,0,3276.813212663031,0.16384066063315156,63,3756.2217378374035,0,0
E03373,sales,mid,25000,267,0,0,1622.3802904331494,0.06489521161732598,133,2949.0251822189566,0,0
E03374,sales,junior,15000,265,0,1,1725.5549102431698,0.11503699401621133,68,3395.6346623980526,0,1
E03375,support,junior,15000,92,0,0,219.77805179278477,0.014651870119518984,177,15210.636175541485,0,0
E03376,ops,mid,15000,493,1,1,274.33218094006867,0.018288812062671245,10,12908.142231306674,0,0
E03377,sales,junior,25000,268,0,0,3641.9025306743056,0.14567610122697222,95,6473.539437919288,0,0
E03378,support,junior,15000,133,1,1,2202.7920501682383,0.14685280334454923,38,5124.39877758222,1,0
E03379,sales,junior,35000,40,3,3,3584.9331952067505,0.10242666272019287,30,3717.0349765831984,0,1
E03380,hr,junior,25000,119,0,1,1727.0962901552414,0.06908385160620965,156,4374.730078574918,0,0
E03381,hr,junior,35000,414,0,0,4791.942262416193,0.1369126360690341,138,13141.338736048081,0,0
E03382,hr,junior,15000,328,0,0,529.1544791791277,0.03527696527860852,111,7788.426217793487,0,0
E03383,hr,junior,20000,1102,1,2,5198.266096544913,0.2599133048272457,58,4057.6323935747923,0,1
E03384,sales,junior,25000,331,0,1,1738.3091342925081,0.06953236537170032,145,2959.847702142223,0,0
E03385,engineering,mid,35000,125,2,5,4915.786151727355,0.14045103290649585,51,1064.763255869641,0,0
E03386,support,junior,50000,42,0,1,4455.5433159586655,0.08911086631917331,127,3378.0440230402205,0,0
E03387,ops,senior,20000,560,2,3,1893.8434896381573,0.09469217448190786,8,9206.478442321762,0,0
E03388,sales,mid,20000,423,0,1,1690.5777958228243,0.08452888979114122,156,6282.267866077863,0,0
E03389,engineering,mid,25000,218,0,1,2599.3653456435914,0.10397461382574365,134,7091.750114541996,1,0
E03390,hr,junior,25000,247,0,0,3874.0865519515237,0.15496346207806094,151,3638.8528612626124,1,0
E03391,engineering,junior,20000,477,0,0,913.6591799751371,0.04568295899875686,115,6413.203954250206,0,0
E03392,ops,junior,35000,12,1,1,5893.668859080855,0.1683905388308816,33,11828.768420488504,0,0
E03393,hr,junior,15000,751,0,0,580.0455602377205,0.03866970401584803,95,1758.7040825774466,1,0
E03394,hr,junior,15000,20,0,0,2237.4597788811766,0.1491639852587451,171,205.85810986636167,1,1
E03395,engineering,mid,50000,439,0,1,4997.124262458585,0.0999424852491717,158,2238.016861322001,0,1
E03396,engineering,mid,35000,306,2,3,8355.806911706199,0.23873734033446284,50,7394.753437434814,0,0
E03397,support,junior,25000,241,2,2,449.0699476974896,0.017962797907899584,15,121.4970808262468,0,0
E03398,ops,junior,35000,218,0,2,1180.288814985887,0.03372253757102534,105,489.38392226864534,0,0
E03399,ops,junior,20000,421,1,1,1736.4046155456683,0.08682023077728342,55,2116.4883677755793,0,0
E03400,sales,senior,20000,133,0,0,3848.918924493404,0.1924459462246702,112,6236.055157297089,1,1
E03401,ops,junior,20000,193,0,0,1291.8100372387032,0.06459050186193516,120,16167.349791590323,0,0
E03402,sales,mid,35000,124,0,2,4638.785074676985,0.13253671641934242,121,3011.878316246475,0,0
E03403,engineering,junior,35000,130,0,0,5708.384513266117,0.16309670037903193,72,9467.107939530972,0,0
E03404,support,mid,35000,630,0,0,631.0648713373739,0.01803042489535354,139,4315.484481977822,0,0
E03405,engineering,junior,15000,20,1,1,957.2349058020657,0.06381566038680438,2,1051.583212211141,0,0
E03406,sales,junior,35000,146,0,0,3344.061418047016,0.09554461194420046,123,3680.7709113535766,0,0
E03407,hr,junior,35000,272,1,3,1384.0237081428775,0.03954353451836793,31,15196.835151910806,0,0
E03408,hr,junior,35000,858,0,0,4358.093193298898,0.1245169483799685,64,4330.1178230056275,0,0
E03409,sales,senior,35000,478,0,0,9186.408262312321,0.26246880749463775,178,29501.218610650532,0,0
E03410,engineering,mid,15000,104,0,0,844.5296093952333,0.056301973959682214,70,5681.610059525418,0,0
E03411,hr,junior,35000,355,0,0,2098.030576115325,0.05994373074615215,106,5700.113142993137,0,0
E03412,engineering,mid,25000,89,0,1,1388.472816793866,0.05553891267175464,161,481.45017616870086,0,0
E03413,hr,junior,15000,93,2,4,1829.1220614788547,0.12194147076525698,4,4221.423037627854,1,0
E03414,support,senior,35000,344,0,3,4525.254404679427,0.12929298299084077,135,17367.673948045536,0,0
E03415,engineering,senior,35000,397,1,1,5137.314318365744,0.1467804090961641,42,2946.464967800649,0,0
E03416,support,junior,25000,21,0,0,2099.651828857072,0.08398607315428287,81,658.2941623657094,0,0
E03417,sales,senior,25000,131,0,0,3406.2776251892838,0.13625110500757134,78,353.9705105659542,1,0
E03418,support,senior,50000,940,0,0,2514.354926803267,0.05028709853606534,140,6290.175098829134,0,0
E03419,hr,mid,25000,312,0,0,3001.5049344562067,0.12006019737824827,121,3632.617595820123,0,0
E03420,sales,mid,35000,177,0,1,7501.2960387889825,0.2143227439653995,81,61.315081037883054,0,1
E03421,support,junior,15000,242,1,2,995.2201283409521,0.06634800855606347,4,1010.2468027439337,0,0
E03422,support,mid,50000,97,2,4,3274.9151934776655,0.06549830386955331,31,4871.126115985497,0,0
E03423,hr,mid,35000,515,0,0,2828.9310438583943,0.08082660125309699,142,1256.7964958214961,0,0
E03424,sales,senior,35000,71,0,0,4442.006670095304,0.12691447628843724,164,928.6744038077162,0,0
E03425,hr,junior,20000,513,0,0,2184.265024523814,0.10921325122619072,107,2931.2651413877015,1,0
E03426,hr,junior,15000,937,0,0,395.33823672308984,0.02635588244820599,140,1267.5545903963284,0,0
E03427,support,mid,25000,16,0,1,2237.6053134137414,0.08950421253654967,79,7988.465452715862,1,0
E03428,hr,junior,20000,120,1,1,1011.8555453813017,0.05059277726906508,59,4891.943168982089,0,0
E03429,ops,senior,25000,229,0,1,1417.6949969256934,0.05670779987702774,66,7868.280114006546,1,0
E03430,support,mid,25000,159,0,0,1865.7490620474011,0.07462996248189604,132,3096.259694934465,1,1
E03431,sales,mid,20000,0,0,0,719.9109101702321,0.035995545508511605,128,18220.61452720395,0,0
E03432,ops,junior,35000,288,0,0,11823.400539007334,0.33781144397163815,73,767.9423786253326,0,0
E03433,support,mid,20000,718,0,0,3743.0094617733166,0.18715047308866584,133,4978.995293504512,0,0
E03434,ops,junior,25000,43,3,3,5702.928705555472,0.2281171482222189,19,3792.91327000956,0,0
E03435,ops,senior,25000,90,0,1,5495.059713273137,0.21980238853092549,165,4160.373600199621,1,0
E03436,support,mid,20000,968,1,1,2355.796699432291,0.11778983497161455,34,1090.4590667439213,0,0
E03437,hr,junior,25000,91,0,1,3342.0407100806597,0.1336816284032264,109,3117.8747478689766,0,0
E03438,support,junior,15000,197,0,1,2627.8197229198436,0.17518798152798956,98,2809.920889770891,0,0
E03439,hr,mid,20000,231,0,0,1477.9462314164982,0.07389731157082491,118,465.81980710433993,0,0
E03440,ops,junior,35000,241,0,2,3849.41084639984,0.10998316703999543,150,18830.341732020534,0,0
E03441,sales,junior,15000,45,0,0,2028.1898049221345,0.13521265366147564,76,3180.0469495700736,0,0
E03442,hr,junior,25000,857,2,2,786.052984947107,0.03144211939788428,29,1044.8177723209592,0,0
E03443,hr,mid,15000,405,0,0,1364.9301679518185,0.09099534453012123,151,1517.0527295269437,1,0
E03444,hr,mid,35000,525,0,0,1969.241764404291,0.05626405041155117,176,5571.982242351731,0,0
E03445,sales,mid,25000,370,1,2,3559.7948202964026,0.1423917928118561,35,9011.744653853744,0,0
E03446,ops,junior,35000,8,0,0,624.0809740534994,0.017830884972957126,104,2770.6955594595515,0,0
E03447,ops,junior,20000,49,0,0,2602.8665350820156,0.13014332675410079,108,924.8277228733235,0,0
E03448,support,junior,15000,7,1,1,1021.9653661760663,0.06813102441173775,43,3826.764643005533,0,0
E03449,engineering,mid,35000,329,1,2,3289.682561739626,0.09399093033541789,57,1648.9922980025779,0,0
E03450,support,mid,25000,106,0,1,1629.2372950073516,0.06516949180029406,66,4096.028537826961,0,0
E03451,sales,junior,25000,69,0,0,605.4715946165642,0.024218863784662568,63,1727.321879262115,1,0
E03452,sales,mid,50000,184,0,0,2797.9348968337076,0.05595869793667415,93,8557.117807852079,0,0
E03453,hr,senior,20000,247,3,4,3644.721331440551,0.18223606657202754,40,5516.969199838906,0,0
E03454,ops,junior,15000,39,1,3,3316.665723844965,0.22111104825633102,24,3971.672653498577,0,0
E03455,hr,junior,25000,842,1,1,2064.170929279203,0.08256683717116811,48,347.7251564249369,0,0
E03456,support,junior,15000,277,0,0,1520.1748954463103,0.10134499302975401,91,2272.2098291781613,0,0
E03457,engineering,mid,50000,366,0,1,9495.642983151443,0.18991285966302887,121,6574.226634811702,0,0
E03458,hr,junior,25000,66,1,1,10744.719738479185,0.42978878953916744,3,488.76702239065116,1,0
E03459,support,senior,35000,4,1,2,762.5556554708664,0.021787304442024754,44,28088.59142053759,0,0
E03460,hr,senior,20000,297,0,0,117.84347021036311,0.005892173510518155,98,4079.3023179659667,0,0
E03461,sales,junior,35000,566,0,0,2217.3306129945713,0.06335230322841633,107,5868.797634750655,1,0
E03462,engineering,junior,15000,81,0,1,2351.3545075284364,0.15675696716856244,146,2136.361062360044,0,1
E03463,support,junior,15000,233,1,1,355.25812558441794,0.023683875038961195,39,2551.336446283095,0,0
E03464,hr,mid,20000,594,1,1,2156.7774834392685,0.10783887417196343,10,1893.6490493627039,0,0
E03465,hr,senior,35000,310,0,0,3929.938427029588,0.11228395505798823,109,8591.158798085748,0,0
E03466,sales,junior,25000,1111,0,0,3144.5470913079657,0.12578188365231863,75,3715.0457777011893,0,0
E03467,engineering,junior,20000,334,0,0,1194.2464142587594,0.05971232071293797,162,1697.3368673387763,1,0
E03468,support,junior,35000,483,0,0,2260.4007340510684,0.06458287811574481,174,7910.62220987638,0,0
E03469,sales,junior,15000,76,2,3,2296.0027119141105,0.1530668474609407,46,357.78217006394425,0,0
E03470,ops,junior,20000,267,1,2,1025.7364258450946,0.05128682129225473,41,7299.280222303068,0,0
E03471,ops,mid,25000,277,0,0,5446.028033171109,0.21784112132684438,173,382.93205755975305,0,0
E03472,hr,junior,50000,226,1,2,11752.964014842655,0.2350592802968531,15,263.8007273948166,0,0
E03473,hr,junior,25000,56,0,1,4400.292488816507,0.17601169955266027,145,1375.7983623616337,0,0
E03474,ops,junior,15000,17,1,1,2404.886258294273,0.16032575055295153,49,4058.4961360386974,1,0
E03475,hr,mid,25000,373,0,0,515.6487144539918,0.02062594857815967,99,2403.9988842711828,0,0
E03476,sales,junior,35000,386,1,2,11433.762103001134,0.3266789172286038,19,3972.042859728315,0,1
E03477,hr,junior,20000,60,1,1,2693.868763892214,0.1346934381946107,37,1421.2667263692947,0,0
E03478,ops,mid,35000,224,0,0,6845.7848682949225,0.19559385337985494,126,3630.7434082975824,0,0
E03479,ops,junior,35000,115,0,0,4873.865989259606,0.13925331397884588,164,7968.163239470474,1,0
E03480,hr,senior,35000,125,0,1,3572.3839439274125,0.10206811268364036,143,1908.9748926364598,0,0
E03481,sales,junior,35000,609,0,0,2943.3891979834634,0.08409683422809895,171,4399.766641735419,0,0
E03482,engineering,mid,15000,89,0,0,3722.8576934522525,0.24819051289681685,107,2108.5696758989106,1,0
E03483,ops,junior,50000,78,0,1,8889.598902504624,0.17779197805009248,147,3156.5674213158272,0,0
E03484,hr,junior,35000,168,0,0,4099.452941797186,0.11712722690849105,119,7092.663007593186,0,0
E03485,ops,junior,25000,198,0,0,1528.0375140180224,0.061121500560720896,68,3473.738984989892,0,0
E03486,support,mid,20000,46,0,1,791.8932128341903,0.039594660641709516,63,8492.212504191402,0,0
E03487,engineering,mid,35000,149,0,2,6588.055946522329,0.18823016990063796,155,5654.425334263803,0,0
E03488,engineering,junior,15000,841,0,0,718.7857273106673,0.04791904848737782,64,1682.4913423613782,1,0
E03489,sales,junior,15000,575,0,0,2881.8284330732436,0.19212189553821624,66,6260.326421004766,0,0
E03490,engineering,junior,50000,71,0,0,6105.913674248218,0.12211827348496436,141,5442.185532155648,0,0
E03491,support,junior,35000,194,1,2,9938.94647034572,0.28396989915273485,33,4041.415896339332,0,0
E03492,support,mid,15000,384,0,1,655.7511334174075,0.04371674222782716,145,8367.957405332338,0,0
E03493,hr,mid,20000,139,0,1,2356.605956121108,0.1178302978060554,158,929.6441676299287,0,0
E03494,support,mid,25000,26,1,1,1738.781583572107,0.06955126334288428,57,21888.889405141985,0,0
E03495,engineering,mid,20000,37,0,1,3659.9563408844083,0.1829978170442204,173,1435.5574443452351,0,0
E03496,support,senior,15000,146,0,1,821.7272316505683,0.05478181544337122,62,1385.9417094771973,0,0
E03497,engineering,junior,50000,59,0,0,7395.601657887828,0.14791203315775656,112,8590.952746168798,0,0
E03498,ops,junior,25000,550,0,1,3042.435432240561,0.12169741728962244,172,358.68725729743096,0,0
E03499,hr,senior,20000,276,0,0,698.5448142045645,0.03492724071022823,115,8939.141887570415,1,0
E03500,support,junior,35000,29,0,1,3935.9076077835175,0.11245450307952908,72,11384.816588822117,0,0
E03501,support,mid,25000,10,1,2,2180.4920055300877,0.08721968022120351,32,694.0074828715864,1,0
E03502,ops,junior,35000,273,1,1,3724.856880546792,0.10642448230133691,28,62.588486665392416,0,0
E03503,engineering,junior,20000,93,2,2,2628.292300097303,0.13141461500486515,24,17962.596426782606,1,0
E03504,engineering,junior,15000,183,0,0,1866.0602328687085,0.12440401552458057,77,3638.6686019936533,1,0
E03505,hr,junior,20000,426,0,1,919.3927687263408,0.04596963843631704,130,1826.1439003195874,0,0
E03506,hr,mid,35000,236,0,0,6300.048066253551,0.18000137332153002,158,3790.4540972149434,0,0
E03507,engineering,mid,50000,390,0,1,2908.382627327531,0.05816765254655062,165,4812.946906461763,0,0
